temp,hum,windspeed,atemp,cnt
0.74,0.58,0.1642,0.6818,238
0.72,0.62,0.1642,0.6818,214
0.72,0.58,0.194,0.6667,140
0.7,0.61,0.1642,0.6515,154
0.7,0.61,0.1343,0.6515,113
0.68,0.69,0.0896,0.6364,96
0.66,0.74,0.0896,0.6212,25
0.66,0.69,0.0896,0.6212,5
0.66,0.74,0.0,0.6212,17
0.64,0.78,0.0896,0.5909,25
0.7,0.7,0.0896,0.6515,65
0.72,0.66,0.0,0.6818,92
0.74,0.66,0.0896,0.697,169
0.76,0.55,0.1343,0.697,268
0.78,0.55,0.194,0.7273,287
0.82,0.46,0.2836,0.7576,377
0.8,0.46,0.2985,0.7273,367
0.82,0.41,0.3284,0.7424,349
0.84,0.39,0.2836,0.7424,361
0.84,0.41,0.2836,0.7576,372
0.84,0.36,0.2239,0.7424,363
0.82,0.43,0.2836,0.7424,363
0.8,0.49,0.3284,0.7424,303
0.76,0.55,0.194,0.697,268
0.74,0.62,0.2537,0.6818,227
0.74,0.66,0.2239,0.697,143
0.72,0.66,0.2537,0.6818,72
0.7,0.65,0.194,0.6515,35
0.7,0.61,0.2836,0.6515,10
0.7,0.61,0.2239,0.6515,12
0.68,0.65,0.1642,0.6364,10
0.66,0.74,0.2239,0.6212,4
0.66,0.74,0.1343,0.6212,26
0.68,0.74,0.194,0.6364,121
0.7,0.74,0.2537,0.6667,317
0.74,0.66,0.2836,0.697,420
0.78,0.59,0.2985,0.7424,208
0.8,0.55,0.3582,0.7576,117
0.82,0.56,0.2985,0.7879,128
0.84,0.53,0.2836,0.803,148
0.86,0.5,0.2537,0.8182,141
0.86,0.53,0.2836,0.8333,134
0.86,0.56,0.4179,0.8485,146
0.86,0.56,0.3881,0.8485,239
0.86,0.56,0.4179,0.8485,514
0.86,0.53,0.3881,0.8333,472
0.84,0.59,0.3284,0.8333,373
0.72,0.74,0.4179,0.697,236
0.7,0.79,0.4179,0.6667,130
0.72,0.74,0.1343,0.697,90
0.7,0.79,0.1343,0.6667,55
0.7,0.79,0.1343,0.6667,22
0.7,0.79,0.0896,0.6667,14
0.7,0.79,0.1045,0.6667,9
0.7,0.79,0.0,0.6667,8
0.7,0.79,0.1642,0.6667,6
0.7,0.79,0.0896,0.6667,25
0.74,0.58,0.2239,0.6818,115
0.76,0.55,0.194,0.697,330
0.76,0.58,0.2239,0.7121,417
0.78,0.55,0.4925,0.7273,176
0.82,0.52,0.1642,0.7727,123
0.82,0.52,0.1642,0.7727,125
0.86,0.44,0.2985,0.7879,163
0.86,0.47,0.2239,0.803,136
0.9,0.42,0.2985,0.8485,124
0.9,0.42,0.3582,0.8485,148
0.86,0.44,0.2836,0.7879,202
0.88,0.44,0.2836,0.8182,428
0.86,0.47,0.2985,0.803,511
0.84,0.44,0.2836,0.7576,337
0.82,0.43,0.194,0.7424,308
0.82,0.43,0.1045,0.7424,258
0.8,0.46,0.1343,0.7273,194
0.78,0.52,0.0,0.7121,79
0.76,0.62,0.0,0.7121,46
0.76,0.55,0.0,0.697,12
0.76,0.55,0.0,0.697,5
0.74,0.58,0.194,0.6818,4
0.74,0.58,0.2537,0.6818,5
0.74,0.58,0.194,0.6818,26
0.74,0.58,0.1642,0.6818,121
0.76,0.55,0.2537,0.697,313
0.8,0.49,0.2537,0.7424,449
0.82,0.41,0.194,0.7424,186
0.82,0.46,0.194,0.7576,113
0.84,0.39,0.1642,0.7424,165
0.84,0.41,0.2836,0.7576,174
0.82,0.46,0.1343,0.7576,158
0.82,0.46,0.1343,0.7576,116
0.64,0.94,0.1343,0.5606,46
0.66,0.89,0.0,0.5909,141
0.7,0.79,0.0,0.6667,488
0.72,0.79,0.1343,0.697,463
0.7,0.79,0.1045,0.6667,419
0.7,0.84,0.1642,0.6667,342
0.7,0.79,0.1045,0.6667,250
0.68,0.83,0.194,0.6364,184
0.66,0.83,0.2537,0.6061,116
0.66,0.69,0.2985,0.6212,46
0.66,0.61,0.2537,0.6212,25
0.64,0.57,0.2985,0.6212,10
0.62,0.57,0.2985,0.6212,6
0.62,0.53,0.2537,0.6212,6
0.6,0.56,0.2239,0.6212,28
0.6,0.6,0.2239,0.6061,130
0.62,0.53,0.2537,0.6212,334
0.64,0.5,0.3582,0.6212,486
0.68,0.47,0.2836,0.6364,224
0.7,0.42,0.2537,0.6364,127
0.72,0.37,0.2239,0.6515,148
0.74,0.35,0.2537,0.6515,223
0.76,0.33,0.3284,0.6667,177
0.74,0.35,0.2836,0.6515,178
0.76,0.33,0.2985,0.6667,180
0.76,0.33,0.1343,0.6667,274
0.74,0.37,0.1343,0.6515,595
0.72,0.42,0.194,0.6515,578
0.72,0.39,0.2239,0.6515,400
0.7,0.42,0.2239,0.6364,348
0.66,0.5,0.1343,0.6212,261
0.64,0.57,0.0896,0.6212,176
0.64,0.65,0.2537,0.6061,124
0.62,0.73,0.2239,0.5909,80
0.62,0.73,0.194,0.5909,20
0.6,0.78,0.1642,0.5758,38
0.6,0.73,0.194,0.5909,7
0.6,0.73,0.1642,0.5909,10
0.6,0.73,0.1343,0.5909,23
0.6,0.73,0.1045,0.5909,120
0.64,0.65,0.1045,0.6061,274
0.64,0.65,0.2537,0.6061,564
0.68,0.54,0.194,0.6364,207
0.66,0.61,0.1642,0.6212,166
0.7,0.54,0.1343,0.6515,210
0.7,0.48,0.194,0.6515,238
0.7,0.54,0.194,0.6515,247
0.7,0.51,0.194,0.6515,265
0.72,0.45,0.1642,0.6515,237
0.72,0.51,0.194,0.6667,361
0.74,0.42,0.2537,0.6667,587
0.72,0.45,0.2239,0.6515,496
0.7,0.45,0.2239,0.6364,394
0.7,0.51,0.2239,0.6515,343
0.66,0.54,0.1045,0.6212,261
0.66,0.57,0.2239,0.6212,223
0.64,0.61,0.1642,0.6212,167
0.62,0.65,0.194,0.6061,110
0.6,0.69,0.1045,0.5909,75
0.6,0.73,0.1343,0.5909,58
0.6,0.78,0.1343,0.5758,26
0.6,0.73,0.0896,0.5909,16
0.58,0.78,0.0896,0.5455,10
0.6,0.78,0.1642,0.5758,37
0.62,0.73,0.1343,0.5909,52
0.66,0.65,0.1642,0.6212,127
0.7,0.54,0.2239,0.6515,222
0.72,0.54,0.194,0.6667,322
0.74,0.48,0.2239,0.6667,396
0.76,0.43,0.2836,0.6818,463
0.76,0.45,0.2985,0.6818,497
0.74,0.45,0.2985,0.6667,433
0.76,0.45,0.3284,0.6818,428
0.76,0.45,0.2836,0.6818,425
0.76,0.45,0.2239,0.6818,475
0.76,0.45,0.2836,0.6818,428
0.74,0.48,0.194,0.6818,406
0.72,0.51,0.2239,0.6667,296
0.7,0.58,0.2239,0.6515,252
0.7,0.65,0.2836,0.6515,201
0.68,0.61,0.2239,0.6364,168
0.66,0.65,0.2239,0.6212,125
0.64,0.69,0.194,0.6061,102
0.64,0.69,0.2239,0.6061,94
0.64,0.69,0.2239,0.6061,47
0.62,0.73,0.1642,0.5909,10
0.64,0.69,0.2239,0.6061,12
0.62,0.73,0.1642,0.5909,21
0.64,0.73,0.1642,0.6061,50
0.68,0.65,0.2239,0.6364,118
0.72,0.58,0.2239,0.6667,184
0.74,0.6,0.2239,0.6818,304
0.76,0.55,0.2836,0.697,391
0.76,0.55,0.2836,0.697,420
0.8,0.49,0.2985,0.7424,472
0.8,0.49,0.3582,0.7424,430
0.82,0.43,0.2985,0.7424,324
0.8,0.46,0.2985,0.7273,317
0.8,0.49,0.3881,0.7424,369
0.8,0.46,0.2985,0.7273,390
0.76,0.55,0.2836,0.697,379
0.76,0.58,0.2537,0.7121,262
0.74,0.62,0.2239,0.6818,207
0.72,0.66,0.2239,0.6818,181
0.7,0.74,0.1343,0.6667,93
0.7,0.74,0.1343,0.6667,51
0.7,0.74,0.2239,0.6667,25
0.66,0.83,0.2239,0.6061,10
0.66,0.78,0.194,0.6061,7
0.64,0.78,0.1642,0.5909,4
0.64,0.78,0.1045,0.5909,17
0.64,0.83,0.1045,0.5758,105
0.68,0.74,0.2239,0.6364,277
0.7,0.7,0.194,0.6515,347
0.74,0.67,0.2239,0.697,203
0.76,0.62,0.194,0.7121,130
0.8,0.55,0.0896,0.7576,141
0.8,0.59,0.194,0.7727,165
0.82,0.56,0.2537,0.7879,152
0.82,0.56,0.3284,0.7879,138
0.84,0.53,0.3284,0.803,164
0.84,0.53,0.2836,0.803,265
0.84,0.49,0.3284,0.7879,545
0.82,0.49,0.3582,0.7727,558
0.8,0.55,0.2239,0.7576,398
0.78,0.59,0.2239,0.7424,323
0.74,0.66,0.194,0.697,202
0.76,0.66,0.2239,0.7273,140
0.74,0.66,0.1642,0.697,91
0.74,0.66,0.1045,0.697,51
0.74,0.66,0.1343,0.697,13
0.72,0.7,0.1642,0.6818,13
0.72,0.7,0.1642,0.6818,3
0.72,0.7,0.1343,0.6818,5
0.7,0.74,0.1045,0.6667,19
0.72,0.74,0.1045,0.697,134
0.74,0.7,0.1642,0.697,315
0.76,0.7,0.1642,0.7273,412
0.8,0.63,0.1343,0.7879,199
0.82,0.56,0.1642,0.7879,141
0.82,0.59,0.0,0.803,127
0.84,0.56,0.0896,0.8182,153
0.86,0.53,0.1045,0.8333,172
0.86,0.5,0.194,0.8182,152
0.88,0.44,0.194,0.8182,158
0.9,0.42,0.2985,0.8485,277
0.8,0.66,0.0,0.803,513
0.8,0.66,0.1343,0.803,530
0.76,0.75,0.194,0.7424,388
0.74,0.74,0.0896,0.7273,277
0.74,0.74,0.1343,0.7121,241
0.74,0.74,0.0,0.7121,156
0.72,0.79,0.1642,0.697,92
0.7,0.84,0.1045,0.6667,40
0.7,0.84,0.0,0.6667,11
0.7,0.84,0.0,0.6667,9
0.7,0.84,0.1045,0.6667,6
0.68,0.83,0.0,0.6364,4
0.68,0.83,0.1045,0.6364,23
0.68,0.89,0.1045,0.6364,116
0.7,0.84,0.1045,0.6667,303
0.74,0.74,0.0,0.7121,438
0.74,0.7,0.0896,0.697,209
0.76,0.7,0.0,0.7273,110
0.8,0.63,0.0896,0.7879,142
0.82,0.59,0.0,0.803,149
0.84,0.56,0.194,0.8182,120
0.86,0.53,0.2239,0.8333,127
0.86,0.5,0.1642,0.8182,138
0.84,0.56,0.0,0.8182,234
0.84,0.59,0.194,0.8333,455
0.84,0.59,0.2239,0.8333,497
0.82,0.67,0.1642,0.8485,382
0.8,0.75,0.2239,0.8333,309
0.8,0.66,0.1642,0.803,242
0.78,0.7,0.2239,0.7727,169
0.76,0.75,0.2537,0.7424,99
0.76,0.75,0.194,0.7424,42
0.74,0.84,0.2239,0.7273,21
0.74,0.84,0.2239,0.7273,6
0.74,0.79,0.1343,0.7121,6
0.72,0.84,0.1045,0.7121,4
0.72,0.84,0.1045,0.7121,18
0.72,0.84,0.1045,0.7121,117
0.74,0.84,0.1343,0.7273,274
0.76,0.79,0.1642,0.7576,381
0.8,0.75,0.2537,0.8182,200
0.82,0.71,0.2239,0.8636,78
0.86,0.63,0.2985,0.8939,106
0.88,0.56,0.3284,0.8939,135
0.88,0.56,0.2985,0.8939,102
0.9,0.5,0.3582,0.8939,147
0.9,0.53,0.2537,0.9242,133
0.92,0.48,0.2836,0.9242,210
0.92,0.45,0.2985,0.9091,414
0.9,0.5,0.2836,0.8939,382
0.86,0.67,0.2836,0.9242,284
0.84,0.71,0.2239,0.8939,237
0.82,0.75,0.2239,0.8939,225
0.82,0.71,0.1642,0.8636,149
0.8,0.71,0.1642,0.8182,113
0.82,0.63,0.1343,0.8333,60
0.8,0.63,0.0,0.7879,24
0.78,0.79,0.1343,0.803,14
0.78,0.75,0.1045,0.7879,7
0.76,0.75,0.1045,0.7424,13
0.74,0.79,0.1045,0.7121,19
0.76,0.75,0.0896,0.7424,96
0.8,0.66,0.1045,0.803,252
0.84,0.63,0.1642,0.8485,322
0.86,0.63,0.0896,0.8939,208
0.9,0.53,0.0896,0.9242,115
0.9,0.5,0.1045,0.8939,109
0.94,0.48,0.1642,0.9545,115
0.94,0.51,0.1642,0.9848,123
0.96,0.48,0.2985,1.0,101
0.94,0.51,0.2985,0.9848,133
0.9,0.39,0.2985,0.8333,182
0.88,0.47,0.1045,0.8485,306
0.9,0.37,0.1642,0.8182,284
0.86,0.41,0.1045,0.7879,250
0.84,0.56,0.0,0.8182,212
0.82,0.59,0.0896,0.803,190
0.84,0.49,0.0896,0.7879,149
0.8,0.63,0.194,0.7879,103
0.82,0.56,0.0,0.7879,101
0.82,0.52,0.1045,0.7727,70
0.82,0.52,0.0,0.7727,61
0.78,0.66,0.0896,0.7576,22
0.76,0.66,0.1045,0.7273,9
0.76,0.62,0.1343,0.7121,7
0.8,0.52,0.1343,0.7424,25
0.8,0.52,0.1045,0.7424,45
0.84,0.49,0.2537,0.7879,109
0.84,0.49,0.1642,0.7879,132
0.86,0.41,0.2239,0.7879,198
0.9,0.37,0.194,0.8182,216
0.92,0.37,0.1045,0.8636,235
0.94,0.38,0.1642,0.8788,245
0.92,0.42,0.0,0.8939,236
0.94,0.38,0.0,0.8788,215
0.94,0.38,0.1343,0.8788,221
0.94,0.38,0.1343,0.8788,197
0.92,0.4,0.2239,0.8788,196
0.82,0.59,0.1343,0.803,217
0.82,0.59,0.2239,0.803,145
0.82,0.59,0.2239,0.803,154
0.8,0.59,0.194,0.7727,125
0.8,0.59,0.1045,0.7727,104
0.8,0.59,0.1045,0.7727,119
0.78,0.66,0.1045,0.7576,96
0.8,0.63,0.0896,0.7879,60
0.8,0.63,0.0896,0.7879,37
0.78,0.66,0.1045,0.7576,6
0.78,0.66,0.0896,0.7576,8
0.8,0.63,0.0896,0.7879,22
0.8,0.59,0.1343,0.7727,35
0.82,0.56,0.2836,0.7879,104
0.82,0.56,0.3881,0.7879,154
0.86,0.5,0.3284,0.8182,226
0.84,0.53,0.2537,0.803,243
0.9,0.45,0.1642,0.8636,246
0.86,0.47,0.2239,0.803,252
0.86,0.5,0.2836,0.8182,283
0.9,0.42,0.2537,0.8485,238
0.9,0.42,0.2537,0.8485,249
0.9,0.39,0.1045,0.8333,249
0.88,0.42,0.1642,0.8182,243
0.86,0.47,0.1642,0.803,240
0.84,0.49,0.1642,0.7879,195
0.8,0.63,0.1343,0.7879,153
0.78,0.66,0.0,0.7576,98
0.76,0.7,0.0896,0.7273,50
0.76,0.7,0.0,0.7273,34
0.76,0.75,0.0896,0.7424,12
0.74,0.79,0.0896,0.7121,6
0.74,0.79,0.0,0.7121,4
0.72,0.84,0.0896,0.7121,6
0.72,0.84,0.0896,0.7121,24
0.72,0.84,0.0896,0.7121,107
0.74,0.79,0.0,0.7121,277
0.76,0.75,0.0,0.7424,387
0.8,0.66,0.0,0.803,135
0.82,0.59,0.0,0.803,84
0.84,0.59,0.194,0.8333,107
0.84,0.59,0.194,0.8333,67
0.74,0.74,0.1343,0.7121,78
0.72,0.79,0.194,0.697,90
0.7,0.84,0.3881,0.6667,112
0.7,0.84,0.2239,0.6667,198
0.72,0.74,0.0,0.697,485
0.74,0.74,0.0896,0.7121,533
0.74,0.7,0.0896,0.697,386
0.72,0.74,0.1343,0.697,302
0.7,0.84,0.0,0.6667,194
0.7,0.84,0.0,0.6667,125
0.7,0.84,0.0896,0.6667,87
0.7,0.79,0.1045,0.6667,28
0.7,0.79,0.1045,0.6667,12
0.68,0.89,0.1045,0.6364,7
0.68,0.89,0.1343,0.6364,4
0.68,0.88,0.1642,0.6364,6
0.66,0.89,0.0896,0.5909,27
0.68,0.83,0.2239,0.6364,110
0.72,0.66,0.2836,0.6818,318
0.74,0.55,0.194,0.6818,424
0.76,0.4,0.2239,0.6818,187
0.8,0.31,0.2239,0.697,138
0.82,0.3,0.0,0.7121,151
0.84,0.28,0.0,0.7273,147
0.84,0.32,0.2985,0.7273,182
0.86,0.3,0.2836,0.7424,147
0.88,0.28,0.3284,0.7576,163
0.86,0.36,0.2836,0.7576,254
0.86,0.36,0.3582,0.7576,537
0.84,0.39,0.3881,0.7424,546
0.82,0.43,0.2985,0.7424,398
0.8,0.46,0.2537,0.7273,290
0.78,0.49,0.2239,0.7121,267
0.76,0.55,0.1343,0.697,158
0.76,0.58,0.1045,0.7121,89
0.78,0.52,0.1642,0.7121,45
0.78,0.49,0.194,0.7121,10
0.76,0.52,0.2985,0.697,6
0.72,0.58,0.1642,0.6667,4
0.72,0.51,0.194,0.6667,4
0.7,0.54,0.2836,0.6515,18
0.7,0.54,0.2239,0.6515,123
0.72,0.48,0.2537,0.6667,347
0.74,0.42,0.2537,0.6667,433
0.76,0.35,0.2537,0.6667,216
0.78,0.33,0.0,0.6818,114
0.8,0.31,0.0,0.697,136
0.82,0.3,0.2836,0.7121,169
0.84,0.3,0.3582,0.7273,180
0.84,0.28,0.2239,0.7273,127
0.86,0.26,0.2537,0.7424,140
0.86,0.25,0.1642,0.7273,268
0.84,0.26,0.2239,0.7121,572
0.82,0.28,0.1045,0.7121,541
0.8,0.29,0.0896,0.697,375
0.76,0.45,0.2239,0.6818,294
0.74,0.48,0.1045,0.6667,245
0.72,0.48,0.0,0.6667,180
0.74,0.45,0.0896,0.6667,109
0.7,0.51,0.1343,0.6515,45
0.72,0.51,0.0,0.6667,29
0.72,0.54,0.1045,0.6667,7
0.72,0.54,0.0,0.6667,5
0.7,0.61,0.1045,0.6515,6
0.7,0.65,0.1045,0.6515,27
0.7,0.7,0.0896,0.6515,116
0.72,0.7,0.1642,0.6818,305
0.74,0.66,0.1642,0.697,456
0.78,0.59,0.194,0.7424,210
0.8,0.55,0.2836,0.7576,116
0.84,0.56,0.2836,0.8182,154
0.84,0.53,0.2537,0.803,186
0.86,0.47,0.2537,0.803,152
0.84,0.49,0.2537,0.7879,138
0.86,0.5,0.194,0.8182,146
0.86,0.47,0.1642,0.803,256
0.84,0.53,0.194,0.803,468
0.84,0.56,0.2239,0.8182,483
0.82,0.59,0.194,0.803,322
0.8,0.63,0.194,0.7879,270
0.78,0.66,0.2836,0.7576,196
0.76,0.7,0.2537,0.7273,174
0.76,0.75,0.194,0.7424,123
0.74,0.79,0.1642,0.7121,57
0.74,0.79,0.1343,0.7121,34
0.74,0.79,0.0,0.7121,13
0.74,0.79,0.0,0.7121,11
0.72,0.84,0.1343,0.7121,6
0.72,0.84,0.0,0.7121,27
0.72,0.84,0.0,0.7121,90
0.74,0.79,0.0896,0.7121,254
0.76,0.77,0.0,0.7727,384
0.86,0.47,0.2537,0.803,179
0.9,0.42,0.2836,0.8485,106
0.92,0.4,0.2985,0.8788,161
0.96,0.31,0.2836,0.8636,135
0.94,0.31,0.0,0.8333,156
0.96,0.3,0.2239,0.8636,148
0.96,0.3,0.2537,0.8636,169
0.96,0.3,0.3881,0.8636,233
0.96,0.3,0.2985,0.8636,421
0.92,0.37,0.3284,0.8636,362
0.9,0.42,0.2239,0.8485,241
0.86,0.41,0.3284,0.7879,206
0.82,0.46,0.1642,0.7576,163
0.8,0.49,0.2239,0.7424,174
0.78,0.52,0.1045,0.7121,116
0.76,0.55,0.194,0.697,133
0.76,0.55,0.0896,0.697,90
0.76,0.55,0.1045,0.697,42
0.74,0.62,0.1642,0.6818,43
0.72,0.66,0.1642,0.6818,10
0.72,0.7,0.2836,0.6818,13
0.72,0.7,0.2985,0.6818,24
0.76,0.66,0.194,0.7273,42
0.78,0.59,0.2239,0.7424,114
0.82,0.46,0.2985,0.7576,174
0.82,0.41,0.2985,0.7424,261
0.84,0.36,0.194,0.7424,317
0.84,0.32,0.1642,0.7273,341
0.88,0.29,0.0,0.7576,308
0.9,0.29,0.0,0.7879,305
0.9,0.31,0.1343,0.803,302
0.9,0.27,0.2239,0.7879,302
0.9,0.29,0.1045,0.7879,302
0.88,0.28,0.194,0.7576,299
0.74,0.33,0.2239,0.6515,256
0.82,0.43,0.1343,0.7424,206
0.8,0.49,0.1642,0.7424,205
0.78,0.52,0.1045,0.7121,209
0.76,0.55,0.0896,0.697,177
0.76,0.55,0.0896,0.697,113
0.74,0.62,0.0896,0.6818,79
0.74,0.66,0.0896,0.697,67
0.74,0.66,0.0,0.697,50
0.72,0.7,0.0,0.6818,13
0.72,0.69,0.0,0.6818,8
0.74,0.7,0.0,0.697,13
0.74,0.58,0.1343,0.6818,45
0.76,0.55,0.2239,0.697,142
0.8,0.49,0.0,0.7424,183
0.84,0.36,0.1642,0.7424,254
0.86,0.28,0.1642,0.7424,275
0.9,0.25,0.194,0.7727,338
0.9,0.24,0.1343,0.7727,294
0.9,0.24,0.1642,0.7727,326
0.92,0.18,0.2985,0.7727,293
0.92,0.17,0.2836,0.7727,306
0.92,0.16,0.1642,0.7727,320
0.86,0.41,0.2836,0.7879,304
0.8,0.55,0.3284,0.7576,274
0.8,0.55,0.3284,0.7576,275
0.78,0.59,0.2985,0.7424,164
0.74,0.7,0.2985,0.697,96
0.74,0.66,0.2239,0.697,70
0.72,0.7,0.2239,0.6818,29
0.72,0.74,0.194,0.697,17
0.7,0.74,0.1045,0.6667,11
0.7,0.79,0.1642,0.6667,4
0.66,0.83,0.1343,0.6061,4
0.66,0.83,0.1045,0.6061,26
0.66,0.83,0.0896,0.6061,100
0.74,0.62,0.0,0.6818,282
0.8,0.43,0.194,0.7273,382
0.82,0.41,0.0,0.7424,166
0.86,0.36,0.1642,0.7576,97
0.88,0.32,0.1642,0.7727,119
0.9,0.33,0.2537,0.803,168
0.9,0.31,0.2985,0.803,150
0.92,0.29,0.194,0.8182,123
0.9,0.27,0.0,0.7879,129
0.9,0.27,0.0,0.7879,231
0.76,0.45,0.2985,0.6818,514
0.78,0.43,0.194,0.697,543
0.74,0.51,0.2239,0.6667,413
0.72,0.62,0.2239,0.6818,305
0.7,0.7,0.2537,0.6515,220
0.7,0.7,0.0896,0.6515,137
0.68,0.74,0.194,0.6364,96
0.66,0.74,0.0,0.6212,29
0.66,0.74,0.1045,0.6212,12
0.68,0.69,0.0,0.6364,8
0.66,0.74,0.194,0.6212,5
0.66,0.74,0.1045,0.6212,10
0.66,0.74,0.1343,0.6212,21
0.68,0.69,0.1045,0.6364,117
0.72,0.61,0.2836,0.6667,335
0.74,0.58,0.2836,0.6818,435
0.78,0.46,0.2985,0.697,213
0.82,0.36,0.2985,0.7273,140
0.84,0.32,0.4179,0.7273,128
0.86,0.3,0.2836,0.7424,157
0.86,0.3,0.2239,0.7424,203
0.9,0.25,0.2836,0.7727,159
0.9,0.25,0.2836,0.7727,168
0.9,0.25,0.2836,0.7727,274
0.9,0.27,0.1343,0.7879,556
0.86,0.34,0.194,0.7576,556
0.86,0.36,0.2239,0.7576,454
0.82,0.46,0.2537,0.7576,288
0.8,0.52,0.2239,0.7424,254
0.78,0.59,0.1642,0.7424,191
0.8,0.49,0.1642,0.7424,132
0.8,0.49,0.1642,0.7424,43
0.78,0.52,0.1642,0.7121,16
0.78,0.49,0.1642,0.7121,11
0.76,0.55,0.0896,0.697,4
0.76,0.52,0.1642,0.697,7
0.76,0.55,0.0896,0.697,24
0.72,0.66,0.4925,0.6818,110
0.74,0.51,0.2239,0.6667,271
0.74,0.51,0.1642,0.6667,437
0.74,0.55,0.194,0.6818,195
0.74,0.58,0.0896,0.6818,68
0.74,0.58,0.1045,0.6818,122
0.76,0.55,0.1343,0.697,161
0.76,0.58,0.2239,0.7121,144
0.76,0.58,0.2239,0.7121,147
0.7,0.79,0.1343,0.6667,118
0.68,0.79,0.0,0.6364,150
0.7,0.79,0.0,0.6667,425
0.7,0.84,0.0,0.6667,492
0.7,0.84,0.0,0.6667,321
0.7,0.84,0.1045,0.6667,87
0.68,0.89,0.1343,0.6364,88
0.68,0.89,0.1045,0.6364,77
0.68,0.89,0.0896,0.6364,56
0.68,0.89,0.0896,0.6364,17
0.66,0.94,0.0896,0.5909,17
0.66,0.94,0.0896,0.5909,7
0.66,0.94,0.0896,0.5909,3
0.68,0.89,0.0,0.6364,7
0.68,0.89,0.0,0.6364,20
0.68,0.89,0.2985,0.6364,97
0.68,0.89,0.2985,0.6364,282
0.7,0.82,0.3582,0.6515,398
0.72,0.74,0.3284,0.697,187
0.72,0.71,0.2985,0.6667,113
0.74,0.66,0.2239,0.697,149
0.76,0.62,0.2239,0.7121,205
0.76,0.58,0.0,0.7121,205
0.8,0.55,0.1642,0.7576,167
0.8,0.55,0.2537,0.7576,165
0.76,0.62,0.3284,0.7121,290
0.76,0.62,0.3284,0.7121,555
0.7,0.74,0.2985,0.6667,523
0.7,0.74,0.2836,0.6667,366
0.7,0.74,0.194,0.6667,286
0.7,0.74,0.194,0.6667,211
0.68,0.74,0.194,0.6364,174
0.66,0.74,0.1045,0.6212,132
0.66,0.74,0.1045,0.6212,54
0.64,0.78,0.0896,0.5909,19
0.66,0.69,0.0,0.6212,19
0.64,0.78,0.0896,0.5909,6
0.64,0.78,0.1343,0.5909,7
0.64,0.78,0.0896,0.5909,16
0.64,0.78,0.1343,0.5909,101
0.66,0.78,0.1343,0.6061,270
0.7,0.65,0.2239,0.6515,454
0.72,0.58,0.1045,0.6667,226
0.74,0.55,0.1343,0.6818,163
0.76,0.52,0.2537,0.697,147
0.76,0.52,0.2537,0.697,216
0.78,0.52,0.2537,0.7121,204
0.78,0.52,0.2537,0.7121,245
0.76,0.55,0.2537,0.697,210
0.8,0.49,0.2537,0.7424,330
0.78,0.49,0.2985,0.7121,550
0.76,0.52,0.2537,0.697,466
0.74,0.55,0.2537,0.6818,372
0.72,0.58,0.2239,0.6667,291
0.7,0.65,0.194,0.6515,173
0.7,0.65,0.2239,0.6515,188
0.68,0.69,0.2239,0.6364,139
0.66,0.78,0.194,0.6061,133
0.66,0.78,0.1642,0.6061,67
0.66,0.78,0.2239,0.6061,53
0.66,0.78,0.1642,0.6061,42
0.66,0.83,0.1642,0.6061,10
0.64,0.89,0.0896,0.5758,6
0.64,0.89,0.1045,0.5758,27
0.68,0.83,0.1642,0.6364,63
0.68,0.83,0.1642,0.6364,121
0.74,0.7,0.2239,0.697,215
0.74,0.7,0.2836,0.697,290
0.78,0.62,0.2239,0.7424,349
0.8,0.55,0.2239,0.7576,382
0.8,0.59,0.3284,0.7727,441
0.82,0.52,0.2537,0.7727,380
0.84,0.53,0.2537,0.803,362
0.74,0.79,0.1642,0.7121,343
0.74,0.79,0.1642,0.7121,149
0.72,0.79,0.4478,0.697,211
0.72,0.84,0.2537,0.7121,171
0.72,0.79,0.2836,0.697,137
0.7,0.84,0.3284,0.6667,114
0.7,0.84,0.3284,0.6667,120
0.7,0.84,0.2836,0.6667,108
0.7,0.84,0.2836,0.6667,80
0.7,0.84,0.2537,0.6667,73
0.7,0.84,0.2239,0.6667,66
0.7,0.84,0.1343,0.6667,32
0.7,0.84,0.1343,0.6667,6
0.7,0.89,0.194,0.6667,5
0.7,0.89,0.1642,0.6667,13
0.7,0.84,0.194,0.6667,39
0.72,0.79,0.194,0.697,89
0.76,0.75,0.1045,0.7424,184
0.8,0.66,0.1343,0.803,266
0.82,0.63,0.0,0.8333,269
0.9,0.42,0.2985,0.8485,370
0.9,0.42,0.2985,0.8485,324
0.86,0.47,0.194,0.803,322
0.72,0.74,0.2985,0.697,326
0.72,0.74,0.2985,0.697,193
0.74,0.74,0.6418,0.7121,194
0.72,0.74,0.0896,0.697,229
0.72,0.79,0.1642,0.697,228
0.72,0.84,0.1343,0.7121,183
0.72,0.84,0.1045,0.7121,136
0.7,0.89,0.194,0.6667,103
0.7,0.79,0.1045,0.6667,55
0.7,0.79,0.1045,0.6667,30
0.68,0.83,0.1343,0.6364,12
0.66,0.89,0.0,0.5909,7
0.66,0.89,0.0,0.5909,1
0.66,0.89,0.1045,0.5909,10
0.7,0.79,0.0896,0.6667,15
0.7,0.65,0.2836,0.6515,95
0.72,0.62,0.2985,0.6818,267
0.74,0.58,0.3284,0.6818,349
0.76,0.55,0.3881,0.697,183
0.8,0.52,0.3881,0.7424,124
0.82,0.48,0.3582,0.7424,179
